TemplateVersion,Header_AssetClass,Header_InstrumentType,Header_UseCase,Header_Level,Identifier_UPI,Identifier_Status,Identifier_StatusReason,Identifier_LastUpdateDateTime,Derived_ClassificationType,Derived_ShortName,Derived_UnderlierName,Derived_UnderlyingAssetType,Derived_ReturnorPayoutTrigger,Derived_CFIDeliveryType,Attributes_NotionalCurrency,Attributes_OtherNotionalCurrency,Attributes_DeliveryType,Derived_DeliveryType,Attributes_SettlementCurrency,Derived_ValuationMethodorTrigger,Derived_CFIOptionStyleandType,Attributes_OptionType,Attributes_OptionExerciseStyle,Attributes_UnderlyingAssetType,Attributes_ReturnorPayoutTrigger,Attributes_PlaceofSettlement,Attributes_ValuationMethodorTrigger
1,Foreign_Exchange,Option,NDO,UPI,QZ7XWK2Z4S3H,New,,2023-11-07T17:39:08,HFTAVC,NA/O NDO Call BRL EUR,BRL EUR,Spot,,Cash,BRL,EUR,,CASH,EUR,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZZ31BT2VD06,New,,2023-11-07T17:39:11,HFTDVC,NA/O NDO Put BRL EUR,BRL EUR,Spot,,Cash,BRL,EUR,,CASH,EUR,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ0MTPCP0LJK,New,,2023-11-07T18:50:30,HFTAMC,NA/O NDO Call CAD USD,CAD USD,Spot,,Cash,CAD,USD,,CASH,CAD,,European-Call,CALL,EURO,,,,Other
1,Foreign_Exchange,Option,NDO,UPI,QZJX3QNP7PF0,New,,2023-11-07T18:50:31,HFTDMC,NA/O NDO Put CAD USD,CAD USD,Spot,,Cash,CAD,USD,,CASH,CAD,,European-Put,PUTO,EURO,,,,Other
1,Foreign_Exchange,Option,NDO,UPI,QZZRQC3CTMSD,New,,2023-11-08T03:23:13,HFTDVC,NA/O NDO Put JPY PEN,JPY PEN,Spot,,Cash,JPY,PEN,,CASH,JPY,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZTK3RFC5S3W,New,,2023-11-08T06:59:15,HFTDVC,NA/O NDO Put INR SGD,INR SGD,Spot,,Cash,INR,SGD,,CASH,SGD,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZG3B45BLPMJ,New,,2023-11-08T06:59:16,HFTAVC,NA/O NDO Call INR SGD,INR SGD,Spot,,Cash,INR,SGD,,CASH,SGD,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZGHMVR30SK0,New,,2023-11-08T07:18:52,HFTAVC,NA/O NDO Call INR USD,INR USD,Spot,,Cash,INR,USD,,CASH,XXX,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ2NFXFP8HJH,New,,2023-11-08T09:27:41,HFTAVC,NA/O NDO Call AUD USD,AUD USD,Spot,,Cash,AUD,USD,,CASH,USD,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZJFX2R9RTRD,New,,2023-11-08T09:27:43,HFTAVC,NA/O NDO Call HKD USD,HKD USD,Spot,,Cash,HKD,USD,,CASH,USD,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZJ9KW987MC9,New,,2023-11-08T12:28:52,HFTDVC,NA/O NDO Put INR USD,INR USD,Spot,,Cash,INR,USD,,CASH,INR,,European-Put,PUTO,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZST4PLSSKXC,New,,2023-11-08T12:28:54,HFTAVC,NA/O NDO Call INR USD,INR USD,Spot,,Cash,INR,USD,,CASH,INR,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ89GCPCT6F8,New,,2023-11-08T13:52:47,HFTDMC,NA/O NDO Put CLP USD,CLP USD,Spot,,Cash,CLP,USD,,CASH,USD,,European-Put,PUTO,EURO,,,,Other
1,Foreign_Exchange,Option,NDO,UPI,QZP78JVBS8GL,New,,2023-11-08T14:15:00,HFTAMC,NA/O NDO Call EUR USD,EUR USD,Spot,,Cash,EUR,USD,,CASH,EUR,,European-Call,CALL,EURO,,,,Other
1,Foreign_Exchange,Option,NDO,UPI,QZW7FQ0LVHDS,New,,2023-11-08T14:22:00,HFTAVC,NA/O NDO Call PEN USD,PEN USD,Spot,,Cash,PEN,USD,,CASH,USD,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZ4HTDDCSMQM,New,,2023-11-08T14:26:00,HFTAVC,NA/O NDO Call EUR HUF,EUR HUF,Spot,,Cash,EUR,HUF,,CASH,EUR,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZSZWSSVRMZT,New,,2023-11-08T16:15:04,HFTAVC,NA/O NDO Call COP USD,COP USD,Spot,,Cash,COP,USD,,CASH,XXX,,European-Call,CALL,EURO,,,,Vanilla
1,Foreign_Exchange,Option,NDO,UPI,QZRTK6LGKLXN,New,,2023-11-08T16:15:05,HFTDVC,NA/O NDO Put COP USD,COP USD,Spot,,Cash,COP,USD,,CASH,XXX,,European-Put,PUTO,EURO,,,,Vanilla
