config,panel,trades,total_bp,avg_bp,hit_rate,sr_per_trade,t_stat,max_dd_bp,span_days,trades_per_year
rel|CB confidence|SR3 r3|fade,rel,53,-8.499999999996533,-0.1603773584905006,0.2830188679245283,-0.08030714389728784,-0.5846448324665189,-22.500000000002274,2736.9583333333335,7.072906358944692
rel|CB confidence|SR3 r3|momentum,rel,53,8.499999999996533,0.1603773584905006,0.4339622641509434,0.08030714389728784,0.5846448324665189,-12.500000000004263,2736.9583333333335,7.072906358944692
rel|CB confidence|TY|fade,rel,70,23.518813735144132,0.33598305335920187,0.5571428571428572,0.1546496951746684,1.2938921806832475,-7.173917943529677,2708.9583333333335,9.438129662385602
rel|CB confidence|TY|momentum,rel,70,-23.518813735144132,-0.33598305335920187,0.4,-0.1546496951746684,-1.2938921806832475,-28.58667115871889,2708.9583333333335,9.438129662385602
rel|housing|SR3 r3|fade,rel,100,14.500000000006708,0.14500000000006708,0.44,0.06788687136241091,0.6788687136241092,-18.499999999998806,2615.0208333333335,13.967383943722563
rel|housing|SR3 r3|momentum,rel,100,-14.500000000006708,-0.14500000000006708,0.44,-0.06788687136241091,-0.6788687136241092,-29.50000000000159,2615.0208333333335,13.967383943722563
rel|housing|TY|fade,rel,162,-21.35036796087628,-0.13179239482022395,0.42592592592592593,-0.06413425174594306,-0.8162957576858672,-32.49534336870164,2638.0208333333335,22.429883514313918
rel|housing|TY|momentum,rel,162,21.35036796087628,0.13179239482022395,0.49382716049382713,0.06413425174594306,0.8162957576858672,-15.546454469945017,2638.0208333333335,22.429883514313918
rel|GDP|SR3 r3|fade,rel,66,-18.50000000000449,-0.28030303030309833,0.4090909090909091,-0.09914362196009775,-0.8054465923785433,-41.00000000000108,2708.9583333333335,8.89880796739214
rel|GDP|SR3 r3|momentum,rel,66,18.50000000000449,0.28030303030309833,0.48484848484848486,0.09914362196009775,0.8054465923785433,-26.99999999999818,2708.9583333333335,8.89880796739214
rel|GDP|TY|fade,rel,76,-15.218667828674402,-0.2002456293246632,0.4868421052631579,-0.07559810277350461,-0.6590489806262171,-46.63189644919317,2708.9583333333335,10.247112204875798
rel|GDP|TY|momentum,rel,76,15.218667828674402,0.2002456293246632,0.4868421052631579,0.07559810277350461,0.6590489806262171,-35.74219276471261,2708.9583333333335,10.247112204875798
rel|crude inventories|SR3 r3|fade,rel,30,-9.999999999999432,-0.3333333333333144,0.36666666666666664,-0.2276664069439274,-1.2469802666933985,-14.999999999999147,1987.0208333333333,5.514537047715907
rel|crude inventories|SR3 r3|momentum,rel,30,9.999999999999432,0.3333333333333144,0.43333333333333335,0.2276664069439274,1.2469802666933985,-4.000000000000625,1987.0208333333333,5.514537047715907
rel|crude inventories|TY|fade,rel,81,-26.6544907155746,-0.3290677866120321,0.41975308641975306,-0.2437482579808239,-2.193734321827415,-32.26700211685289,1995.0833333333333,14.829079821227184
rel|crude inventories|TY|momentum,rel,81,26.6544907155746,0.3290677866120321,0.5555555555555556,0.2437482579808239,2.193734321827415,-6.7992454991817,1995.0833333333333,14.829079821227184
grid|SR3 r1|tier1|m1|h15|fade,grid,650,-33.50000000000506,-0.05153846153846932,0.33076923076923076,-0.05395584472204954,-1.3756095255505645,-44.24999999999528,2772.8958333333335,85.61897534917618
grid|SR3 r1|tier1|m1|h15|momentum,grid,650,33.50000000000506,0.05153846153846932,0.3676923076923077,0.05395584472204954,1.3756095255505645,-13.00000000000523,2772.8958333333335,85.61897534917618
grid|SR3 r1|tier1|m1|h30|fade,grid,632,-68.5000000000258,-0.10838607594940793,0.36550632911392406,-0.08779468799272637,-2.2071242320077475,-77.00000000001239,2772.8958333333335,83.24798833950668
grid|SR3 r1|tier1|m1|h30|momentum,grid,632,68.5000000000258,0.10838607594940793,0.3876582278481013,0.08779468799272637,2.2071242320077475,-17.749999999996646,2772.8958333333335,83.24798833950668
grid|SR3 r1|tier1|m1|h60|fade,grid,633,-96.50000000000603,-0.1524486571880032,0.37282780410742494,-0.08881828195245042,-2.234622787695385,-112.99999999999955,2772.8958333333335,83.37970984004387
grid|SR3 r1|tier1|m1|h60|momentum,grid,633,96.50000000000603,0.1524486571880032,0.39178515007898895,0.08881828195245042,2.234622787695385,-22.249999999998238,2772.8958333333335,83.37970984004387
grid|SR3 r1|tier1|m1|h120|fade,grid,568,-84.00000000001171,-0.1478873239436826,0.39436619718309857,-0.07828453506477916,-1.865735798127727,-108.99999999999608,2772.8958333333335,74.81781230512625
grid|SR3 r1|tier1|m1|h120|momentum,grid,568,84.00000000001171,0.1478873239436826,0.4102112676056338,0.07828453506477916,1.865735798127727,-40.74999999999136,2772.8958333333335,74.81781230512625
grid|SR3 r1|tier1|m1|h240|fade,grid,554,-81.49999999999835,-0.14711191335739773,0.3989169675090253,-0.06258987217917789,-1.4731906268609054,-106.49999999999693,2772.8958333333335,72.97371129760555
grid|SR3 r1|tier1|m1|h240|momentum,grid,554,81.49999999999835,0.14711191335739773,0.42418772563176893,0.06258987217917789,1.4731906268609054,-48.49999999999994,2772.8958333333335,72.97371129760555
grid|SR3 r1|tier1|m5|h15|fade,grid,688,13.25000000000216,0.019258720930235698,0.31540697674418605,0.027418855015968493,0.7191898246958518,-18.250000000000455,2772.8958333333335,90.62439236958956
grid|SR3 r1|tier1|m5|h15|momentum,grid,688,-13.25000000000216,-0.019258720930235698,0.30377906976744184,-0.027418855015968493,-0.7191898246958518,-25.500000000002387,2772.8958333333335,90.62439236958956
grid|SR3 r1|tier1|m5|h30|fade,grid,671,-26.75000000000267,-0.03986587183308893,0.36065573770491804,-0.039517324151611515,-1.0236436329785255,-40.75000000000415,2772.8958333333335,88.38512686045725
grid|SR3 r1|tier1|m5|h30|momentum,grid,671,26.75000000000267,0.03986587183308893,0.3561847988077496,0.039517324151611515,1.0236436329785255,-23.7500000000054,2772.8958333333335,88.38512686045725
grid|SR3 r1|tier1|m5|h60|fade,grid,670,-52.74999999998613,-0.07873134328356139,0.37910447761194027,-0.05028067971423262,-1.3014831248202618,-68.75,2772.8958333333335,88.25340535992005
grid|SR3 r1|tier1|m5|h60|momentum,grid,670,52.74999999998613,0.07873134328356139,0.3537313432835821,0.05028067971423262,1.3014831248202618,-19.500000000005002,2772.8958333333335,88.25340535992005
grid|SR3 r1|tier1|m5|h120|fade,grid,592,-56.24999999999858,-0.09501689189188949,0.3885135135135135,-0.05294287650235937,-1.2881557817390306,-73.24999999999022,2772.8958333333335,77.97912831801892
grid|SR3 r1|tier1|m5|h120|momentum,grid,592,56.24999999999858,0.09501689189188949,0.3733108108108108,0.05294287650235937,1.2881557817390306,-32.24999999999767,2772.8958333333335,77.97912831801892
